open,high,low,close,volume
99.3978,99.5427,99.0834,99.2955,21728
99.4295,99.767,99.1812,99.3013,11532
99.2184,99.2894,99.1372,99.1879,46262
99.2523,99.3002,98.6962,99.2234,10316
99.3003,99.3458,99.2715,99.279,39102
99.4352,99.4211,99.3387,99.3866,24851
99.4969,99.7794,99.3683,99.4914,10791
99.3543,99.4882,99.2045,99.3544,38298
99.3801,99.4515,99.1194,99.2613,1238
99.4631,99.3219,99.2257,99.3125,26723
99.2137,99.6416,99.1572,99.3635,13805
99.4157,99.8282,99.2114,99.4147,16072
99.7297,100.1037,99.7079,99.7984,45868
99.8243,99.9272,99.8405,99.8554,21628
100.0091,99.9753,99.8445,99.9689,19488
100.1313,100.1064,99.9188,100.0643,11395
100.1183,100.2033,100.0249,100.1295,21052
99.9064,100.5006,99.838,100.0979,5631
100.0772,100.3388,99.9873,100.1739,19546
100.1863,100.2823,99.6698,100.0966,15939
99.7987,100.0733,99.6667,100.0729,7474
100.1431,100.0365,100.0053,100.0243,38229
100.0846,100.2679,99.8032,100.0325,37333
100.3963,100.5576,100.184,100.2643,29193
100.0573,100.1251,99.8744,100.0772,20317
99.9395,100.306,100.1107,100.1459,36876
100.0276,100.0574,99.7276,99.9846,34232
100.0648,99.9389,99.2313,99.9374,11226
100.1388,100.0872,99.9925,100.0463,44854
99.9864,100.1904,99.9969,100.0527,28361
99.9536,100.0061,99.679,99.9449,36688
99.8203,99.9895,99.8662,99.8735,6909
99.8595,100.1216,99.7409,99.9414,23362
99.9638,99.8874,99.7777,99.8684,7629
99.7704,100.1493,99.8226,99.89,17782
99.8053,100.0391,99.684,99.8946,2075
99.7193,100.4683,99.3374,99.8295,44779
99.8947,100.1427,100.0412,100.0438,8598
100.1219,100.1147,100.0271,100.1072,32633
100.0207,99.9319,99.6328,99.9047,19246
99.9048,100.319,99.8177,99.9233,28855
99.7068,99.972,99.754,99.8572,22922
100.0263,100.0484,99.7582,99.9424,14771
100.0315,100.1914,99.5651,99.8632,19950
99.7872,99.9245,99.8239,99.8517,12432
99.8544,99.9994,99.816,99.9022,28325
100.0403,100.1459,99.7995,99.9887,27560
100.0307,100.0285,99.7339,99.8687,39027
99.7834,100.1963,99.7887,99.8353,40258
99.6549,100.0425,99.5789,99.7879,21537
99.7858,99.8971,99.5157,99.7228,29343
99.9788,99.9276,99.8855,99.899,17125
99.94,100.0406,99.6159,99.9394,1657
99.7578,99.8146,99.5076,99.8135,21438
100.0045,100.1385,99.8178,99.9052,27086
100.1703,100.1182,99.8619,100.1174,32184
100.1438,100.3291,99.848,100.2208,10577
100.0736,100.2381,99.8812,100.0687,32085
99.885,100.144,100.0201,100.0202,31912
100.2157,100.2179,100.1151,100.147,36382
100.05,100.455,99.9302,100.0762,48397
100.077,100.4069,99.6721,100.1206,1771
100.1949,100.315,100.1599,100.1982,32730
100.1094,100.1357,99.9546,100.1054,19958
100.189,100.3799,100.0761,100.0994,48538
99.8345,99.9341,99.7511,99.7755,41701
99.6577,100.1305,99.6208,99.6733,40125
99.7242,99.8581,99.3368,99.6481,22099
99.5638,99.5912,99.4152,99.5239,19381
99.644,100.0428,99.593,99.6865,35850
99.5316,99.7227,99.2124,99.544,28004
99.4855,99.6395,99.4614,99.5002,9963
99.5635,99.5642,99.4316,99.5132,40131
99.6202,99.7141,99.5604,99.6568,2163
99.4749,99.5713,99.4309,99.5138,7941
99.8257,99.7941,99.5942,99.6296,23792
99.7242,99.6834,99.3711,99.6306,5882
99.4572,99.6095,99.4708,99.5329,46391
99.6358,99.8476,99.5379,99.5789,17285
99.6105,99.8027,99.5742,99.5987,6056
99.5779,99.6726,99.426,99.5389,4693
99.5596,99.7623,99.4154,99.5459,23060
99.6259,99.5499,99.4762,99.5075,28926
99.5532,99.6715,99.4729,99.5188,27955
99.5785,99.6895,99.2413,99.5847,1772
99.8468,99.7944,99.5835,99.7428,1723
99.6426,99.6844,99.5108,99.6194,18602
99.8442,100.2936,99.7967,99.8321,30302
99.6688,99.6524,99.2338,99.6375,14354
99.613,99.7454,99.4614,99.6223,30651
99.6819,100.0681,99.552,99.681,43241
99.6505,99.8806,99.6542,99.709,38305
99.572,99.8635,99.6403,99.6469,47375
99.5267,99.8164,99.4955,99.6262,33698
99.4385,99.6599,99.5227,99.5771,10923
99.4309,99.7245,99.2877,99.5184,10844
99.5856,99.6717,99.5409,99.603,47755
99.6488,99.6837,99.5873,99.6385,8975
99.5425,99.6951,99.501,99.5695,26477
99.4243,99.8811,99.6101,99.6591,47477
99.8468,100.1028,99.4342,99.6898,12388
99.8792,99.7977,99.6104,99.7708,31192
99.8782,100.0213,99.5703,99.8337,9036
99.9413,99.8195,99.7282,99.751,14088
99.5977,99.8457,99.6923,99.6951,41082
99.9579,100.002,99.3403,99.7696,41648
99.7341,99.928,99.7647,99.8305,24506
99.8522,99.9074,99.6322,99.8284,3399
99.713,100.0823,99.7527,99.8402,22339
99.9693,100.1314,99.8684,99.9678,33091
99.9473,100.315,99.894,99.9087,29539
99.9479,100.063,99.9194,99.9634,18758
100.0145,100.1451,99.7535,99.9432,40052
99.9313,100.2379,99.7508,99.9214,32913
99.9789,100.2667,99.963,100.0312,12488
100.0572,100.1451,100.0094,100.1139,34513
100.2765,100.2185,99.9761,100.1953,31940
100.2606,100.4455,100.2689,100.3262,22868
100.4201,100.5749,100.1146,100.3283,31832
100.5196,100.4621,100.2031,100.3968,45280
100.1981,100.6055,99.9895,100.3656,27069
100.5119,100.6377,100.1807,100.3982,20904
100.5919,100.6816,100.2161,100.3851,32791
100.4201,100.6091,100.3923,100.3948,20806
100.5148,100.6252,100.1515,100.4546,36923
100.4765,100.4473,100.1509,100.3724,49726
100.555,100.813,100.4312,100.5827,27576
100.4998,100.5814,100.3924,100.4815,7025
100.2277,100.469,100.3096,100.3596,7061
100.4898,100.4773,100.3301,100.4759,5240
100.6056,100.7804,100.5266,100.5555,46817
100.6702,100.9072,100.5308,100.6183,15880
100.7888,100.9197,100.5818,100.6815,27944
100.6023,100.9333,100.2803,100.6803,34939
100.5364,100.8525,100.4365,100.59,28329
100.7883,100.7785,100.3951,100.5976,12151
100.5144,100.7515,100.1559,100.5295,33712
100.6477,100.7404,100.5697,100.6276,27240
100.6061,100.7225,100.3493,100.6128,3722
100.4472,100.532,100.1661,100.5298,25017
100.6607,100.7798,100.3505,100.4975,9874
100.4859,100.9227,100.3402,100.539,29484
100.369,100.5344,100.2203,100.4823,18893
100.3544,100.9337,100.0929,100.3997,41703
100.2232,100.4839,100.2831,100.4242,36031
100.3834,100.6366,100.333,100.4488,40654
100.3007,100.443,100.3681,100.3979,3284
100.4126,100.4964,100.2917,100.3506,44103
100.3063,100.4456,100.3016,100.3739,16542
100.3176,100.4761,99.9177,100.2286,20343
100.2277,100.2651,99.5655,100.0877,37034
100.0939,100.08,99.995,100.0158,26849
99.973,100.2076,99.9038,99.9945,7215
100.0396,100.1787,100.0142,100.0255,19399
100.0204,100.2645,99.9159,100.1732,42877
100.2458,100.3201,100.0929,100.2592,10143
100.1568,100.5611,100.0293,100.2431,25047
100.3108,100.2496,100.1184,100.2412,28600
100.3984,100.4922,99.9387,100.1408,9346
100.189,100.2685,99.5992,100.1389,32769
99.9107,100.5381,99.9828,100.11,49354
100.1061,100.285,100.023,100.1423,8564
100.0718,100.2171,99.9243,100.0595,40120
100.1202,100.3281,99.9503,100.1115,26308
100.1918,100.4562,100.0836,100.2651,14133
100.2788,100.6559,100.0942,100.2542,4044
100.1699,100.3602,100.2091,100.2945,31972
100.2689,100.4967,100.3023,100.3637,35219
100.3882,100.3552,100.3011,100.3234,8087
100.244,100.4095,100.158,100.3459,35056
100.4012,100.6618,100.1613,100.3472,20631
100.2196,100.5606,100.2743,100.357,18759
100.4564,100.5162,100.24,100.2794,38047
100.2043,100.3064,100.1709,100.2819,24875
100.3095,100.5741,100.1732,100.3319,21357
100.5108,100.7956,100.1763,100.4776,5594
100.5171,100.5911,100.4179,100.574,28840
100.8053,100.8543,100.6638,100.7908,48960
100.7714,100.7268,100.5626,100.7135,1999
100.8982,100.8205,100.7385,100.8014,32205
100.8996,101.1539,100.7952,100.8198,7338
101.0235,101.3546,100.983,101.0409,19426
100.9444,101.0088,100.5334,100.9592,34812
101.1115,101.1092,100.8533,100.8745,28981
100.9098,101.2309,100.723,100.814,5893
100.5074,101.0684,100.547,100.6001,23072
100.5574,100.7022,100.4508,100.5473,10270
100.4373,100.5954,100.2094,100.471,14313
100.4725,100.5775,100.2651,100.4861,27133
100.3968,100.6185,100.3659,100.5204,6260
100.6677,100.8131,100.6486,100.7092,35904
100.9876,100.9152,100.6235,100.805,3927
100.8051,100.766,100.7105,100.7468,2834
100.4055,100.6732,100.5561,100.6563,41522
100.8284,101.0227,100.6612,100.7059,30679
100.6826,100.7379,100.3188,100.573,15921
100.7212,100.8788,100.7137,100.7574,21784
100.9487,101.0139,100.8285,100.8763,14476
100.7423,101.0721,100.6082,100.829,8384
100.6091,101.1288,100.6261,100.6564,47443
100.9437,100.925,100.7255,100.7927,17162
100.7538,101.0821,100.4674,100.7812,32250
100.7173,101.0515,100.6838,100.906,5379
100.7389,100.8529,100.5654,100.7453,44003
100.677,100.7252,100.6791,100.6849,4954
100.8061,101.0908,100.4177,100.6854,2962
100.6916,100.7956,100.4456,100.6902,20832
100.6025,100.8541,100.5348,100.6449,37335
100.8128,100.936,100.5132,100.7076,48291
100.6123,100.6439,100.5417,100.6001,20278
100.5104,100.7877,100.2854,100.5858,13127
100.7141,100.9347,100.5166,100.5979,36778
100.6691,100.6932,100.4807,100.6496,4863
100.7216,100.917,100.6161,100.7213,17073
100.626,100.6682,100.4126,100.6081,12647
100.3463,100.683,100.3001,100.4539,47507
100.5292,100.8457,100.3624,100.5823,41093
100.6161,100.7984,100.611,100.6157,1556
100.5208,100.6103,100.3628,100.5404,21184
100.8246,100.8012,100.5785,100.6965,16334
100.7301,100.8297,100.6563,100.7082,5725
100.9132,101.1272,100.7612,100.827,2851
100.8347,100.8339,100.829,100.8338,11611
101.1485,101.2492,100.7818,101.0418,16819
101.2595,101.3006,101.1738,101.2193,40043
101.1955,101.2911,100.9003,101.1941,33467
101.2912,101.53,101.0712,101.2925,8454
101.2612,101.5541,101.0884,101.3579,16506
101.5482,101.9715,101.2432,101.4967,21227
101.3947,101.5681,100.859,101.3988,7437
101.4175,101.5014,101.3741,101.4684,29704
101.6883,101.6402,101.521,101.5759,41977
101.2706,101.4398,101.3835,101.3974,14159
101.2347,101.4316,101.2314,101.2775,15303
101.175,101.1221,100.9416,101.0711,39860
101.0758,101.274,100.9394,101.0439,10330
101.1116,101.4986,101.0845,101.1164,1160
101.2939,101.313,101.1217,101.2685,45321
101.2942,101.2803,101.1956,101.276,17178
101.2871,101.5569,101.3694,101.441,5414
101.2657,101.561,101.0991,101.3011,43945
101.2922,101.1873,100.6008,101.1287,20340
101.0564,101.3234,100.9708,101.1231,23579
101.1298,101.1901,100.905,101.162,17220
101.1039,101.5158,100.6574,101.1587,9243
100.9409,101.0812,100.8109,100.9497,44625
100.8818,101.2171,100.8025,100.9407,5705
100.8582,101.0661,100.7102,100.8091,16804
100.8966,100.9073,100.8543,100.8767,19128
100.9918,101.1913,100.7923,100.9137,17093
100.7129,101.2225,100.6366,100.8189,42923
100.7328,100.8744,100.686,100.7671,32034
100.6377,100.725,100.4566,100.6604,12902
100.7,100.7448,100.5738,100.6541,41885
100.6704,100.8033,100.4821,100.7503,38700
100.7432,100.6641,100.4957,100.651,2149
100.8213,100.8352,100.5788,100.7018,3559
100.5489,100.7523,100.4947,100.6484,11369
100.5192,100.8763,100.3515,100.5686,34835
100.5043,100.6586,100.3882,100.5578,49511
100.7182,100.6589,100.239,100.4538,19213
100.355,100.6261,100.2123,100.3982,38051
100.4462,100.4518,100.2665,100.278,46299
100.3479,100.5159,100.0653,100.4752,34690
100.3794,100.9088,100.2819,100.4788,24130
100.3396,100.4967,100.3914,100.4085,47973
100.3451,100.5593,100.2611,100.43,18934
100.3918,100.7798,100.4075,100.4187,36750
100.3253,100.5931,100.192,100.3965,3044
100.3759,100.4742,100.0471,100.4582,39581
100.6508,100.5631,100.5063,100.5343,29990
100.604,100.5854,100.0617,100.481,40865
100.5184,100.4514,100.3907,100.4231,2597
100.4481,100.6495,100.3481,100.3955,3321
100.174,100.229,99.8921,100.1647,49028
99.9633,100.2096,99.8706,100.013,31648
100.0543,100.3628,100.0444,100.1498,27597
100.3511,100.4623,100.2332,100.3147,35085
100.172,100.2956,100.2133,100.2897,29051
100.2479,100.4748,100.2327,100.3476,32477
100.4945,100.5019,100.3723,100.3788,32657
100.8797,101.0951,100.4231,100.6883,21681
100.8407,101.0309,100.6339,100.8011,18941
100.8997,100.9939,100.698,100.7882,29374
100.6672,100.8563,100.6301,100.692,2069
100.3958,100.6148,99.8953,100.5303,34265
100.6124,100.7517,100.4285,100.5508,1104
100.532,100.7156,100.2473,100.4748,6042
100.3392,100.3908,100.1779,100.332,21419
100.2428,100.3175,100.0996,100.2671,38972
100.2551,100.3,100.0638,100.1587,45108
100.229,100.3458,100.2546,100.3279,24349
100.3387,100.4571,100.125,100.4164,32627
100.3144,100.5776,100.3437,100.4156,40202
100.5728,100.7249,100.5425,100.5643,40250
100.4627,101.0352,100.4624,100.5721,33264
100.4167,100.5162,100.4713,100.4855,38397
100.5676,100.9172,100.485,100.6386,5647
100.6667,100.7811,100.5036,100.6929,31627
100.4389,100.8177,100.0026,100.5885,8540
100.5782,100.631,100.4821,100.5694,27075
100.6066,100.5165,100.108,100.4813,33424
100.3561,100.5707,100.2945,100.3425,48878
100.5903,100.6563,100.3751,100.4355,24774
100.7616,100.7734,100.3545,100.6274,14300
100.565,100.664,100.4451,100.4868,47026
100.5509,100.5487,100.4458,100.5434,33376
100.4803,100.7247,100.2894,100.478,18998
100.5057,100.4378,100.3651,100.429,11636
100.3303,100.622,100.2696,100.3696,33866
100.0941,100.6325,100.204,100.2829,35274
100.337,100.3512,99.9642,100.2877,37243
100.0911,100.5371,100.0333,100.2044,30930
100.1352,100.4001,100.118,100.2316,4257
100.2265,100.2818,99.6751,100.2265,13566
100.1931,100.3916,100.0558,100.2026,32412
99.9703,100.168,99.9606,100.1117,15116
100.0705,100.2307,100.0248,100.0539,32507
100.2263,100.1413,99.8262,100.1296,34003
100.0667,100.4418,99.991,100.1797,5753
100.2092,100.1117,99.7306,100.0818,5163
99.9356,100.299,99.8037,100.0918,27556
100.3791,100.4853,100.1427,100.167,8111
99.9588,100.1543,99.9652,99.9999,10391
100.0689,100.1364,99.8777,100.0543,41467
99.7988,100.152,99.8638,99.988,9808
100.0389,100.2694,99.8857,100.0451,11145
99.9916,100.2795,99.6806,99.9688,10009
99.7799,100.0554,99.3665,99.7885,33820
99.5701,100.0908,99.5903,99.6262,44989
99.5367,99.9748,99.6084,99.631,6386
99.7696,99.685,99.6355,99.6569,14003
99.5699,99.8949,99.5037,99.5668,46447
99.7839,99.6414,99.3733,99.6304,20487
99.4126,99.542,99.1582,99.465,33958
99.4152,99.7119,99.2278,99.4584,10910
99.4191,99.3959,99.3174,99.3381,41122
99.1122,99.4368,99.1763,99.2733,26406
99.1575,99.4199,99.157,99.278,37240
99.3015,99.233,98.6796,99.1926,39041
99.0383,99.2685,99.0843,99.1545,19482
99.0738,99.6668,99.0994,99.2543,36353
99.3825,99.3034,99.1697,99.1971,11517
99.1416,99.3675,99.2629,99.28,1450
99.1862,99.1968,99.1414,99.1679,15174
99.2274,99.2905,99.0512,99.2205,21813
99.0843,99.4489,99.2643,99.3636,32953
99.0918,99.293,99.0853,99.1183,9956
99.0838,99.0922,98.9014,99.0394,44513
99.1316,99.1411,98.8232,99.0965,34249
99.1659,99.088,99.031,99.0764,16038
99.0748,99.1406,98.9061,99.1132,15480
99.124,99.234,99.0463,99.0534,5648
98.9936,99.074,98.6634,99.0619,17459
98.9068,99.0943,98.8568,99.0465,17166
99.0336,99.2421,98.9866,99.1623,30344
99.0425,99.2233,98.9225,99.1875,11527
99.3212,99.2672,99.1496,99.221,30844
99.0299,99.1914,99.0411,99.1801,2460
99.159,99.2416,99.0178,99.1318,41269
99.0625,99.151,99.0189,99.0889,14377
99.1178,99.1718,98.9903,99.128,12440
99.2214,99.1221,98.6753,99.0863,2998
99.0715,99.3134,99.0819,99.115,36358
99.3816,99.4618,99.0841,99.3209,49071
99.4112,99.5261,99.3943,99.4075,25774
99.36,99.3817,99.3271,99.3751,11659
99.7233,99.8967,99.2423,99.4945,2097
99.3106,99.4969,99.4148,99.4539,37262
99.3793,99.3894,99.1702,99.2514,3141
99.2165,99.1544,98.8795,99.1514,7503
98.9186,99.2409,98.8577,98.9661,42256
99.0925,99.0343,98.2688,98.9313,27884
98.7503,99.1073,98.8891,98.9331,36540
99.0474,99.1849,99.0095,99.0991,45805
99.0117,99.5717,99.0229,99.1315,34085
99.1506,99.116,98.8558,99.1098,48311
99.0816,99.4087,99.1059,99.192,18751
99.0159,98.9991,98.9674,98.973,8021
98.9778,99.3034,98.524,98.9963,44410
99.0251,99.2251,98.7536,99.0726,4311
98.9646,99.2302,98.8439,98.9262,10850
99.0129,99.1507,99.0249,99.0395,31372
98.9651,99.1014,98.9894,99.073,31271
99.3093,99.2388,98.9516,99.0319,26018
99.0462,99.2301,99.005,99.0945,9800
99.0995,99.5039,99.2401,99.3198,34860
99.2542,99.5975,99.1257,99.3379,4784
99.2366,99.6339,99.1051,99.3625,33390
99.399,99.7324,98.9185,99.3169,20241
99.2644,99.5044,99.0664,99.2325,2944
99.3546,99.5625,99.2011,99.315,36639
99.1933,99.3292,99.1583,99.23,10134
99.2094,99.4583,99.0825,99.2371,47420
99.1529,99.5036,99.0671,99.1897,32595
99.2291,99.346,99.1429,99.2372,7604
99.3532,99.3944,99.0914,99.2703,10649
99.4068,99.374,99.1198,99.3734,26940
99.3724,99.53,99.2844,99.3227,49585
99.3455,99.5239,99.2039,99.2959,41407
99.2865,99.533,99.1506,99.1988,3138
99.1833,99.1996,99.1512,99.1547,9480
99.2277,99.2138,99.0302,99.1921,24321
99.3852,99.5668,99.0799,99.2672,7115
99.1097,99.2579,99.0435,99.1757,37112
99.1771,99.3633,99.0967,99.262,24532
99.2788,99.4672,99.0435,99.3967,8681
99.456,99.5388,99.4315,99.4378,5686
99.4399,99.6792,99.3346,99.6246,40467
99.5935,99.6365,98.9911,99.5475,47785
99.4128,99.4791,99.3664,99.4237,13835
99.3596,99.331,99.113,99.247,46613
99.3288,99.7867,99.0331,99.3956,16281
99.4405,99.4755,99.4183,99.4607,25298
99.5667,99.5247,99.2285,99.4551,17607
99.6206,99.5965,99.2826,99.483,29226
99.3035,99.4664,99.2911,99.3711,44778
99.6325,99.7041,99.3906,99.6144,2521
99.6566,99.7228,99.3869,99.6273,39816
99.6754,99.6394,99.6264,99.6382,38912
99.6843,99.7362,99.2664,99.7105,5772
